slice,mass (Msun),coupling,age (years),time to core O depletion (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),surface num_a (/s),cumulative e_gamma (ergs),cumulative e_neu (ergs),cumulative e_a (ergs),avg X_c12,avg X_o16,avg X_ne20,avg X_na23,surface lum_nuc_neu (ergs/s),surface lum_non_nuc_neu (ergs/s),surface lum_plas_neu (ergs/s),surface lum_brem_neu (ergs/s),surface lum_phot_neu (ergs/s),surface lum_pair_neu (ergs/s),surface lum_reco_neu (ergs/s),surface lum_nuc_gamma (ergs/s),surface lum_grav_gamma (ergs/s),MESA surface lum_gamma (ergs/s)
111.0,12.0,-10.0,2247.7056519013145,20661884.83130512,101.65381436870578,928149.0831910046,4182.111015701825,0.0,7.520305857708194e+18,0.0,0.0,0.0,1.4229502953067937e+29,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.1867838866807205e-99,7.520305857708194e+18,0.0,0.0,0.0,0.0,0.0,0.0,1.8908734712866554e+20,0.0,8.684203859370025e+36
112.0,12.0,-10.0,2354.4421569884553,20661778.094800033,106.73650508714107,937409.8491665485,4188.711781763766,0.0,8.740936196924405e+18,0.0,0.0,0.0,1.7171739159874596e+29,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.1867838866807207e-99,8.740936196924405e+18,0.0,0.0,0.0,0.0,0.0,0.0,2.2033583931292978e+21,0.0,8.609980447173371e+36
113.0,12.0,-10.0,2466.515487329953,20661666.021469694,112.07333034149812,947115.6655774135,4193.5181350954845,0.0,1.0206123025226902e+19,0.0,0.0,0.0,2.0778934684518427e+29,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.1867838866807203e-99,1.0206123025226902e+19,0.0,0.0,0.0,0.0,0.0,0.0,5.192974666363189e+22,0.0,8.521498884614727e+36
114.0,12.0,-10.0,2584.192484188526,20661548.344472833,117.67699685857303,957286.8684193406,4198.121142789267,0.0,1.1972212032641202e+19,0.0,0.0,0.0,2.5221896525695505e+29,0.0,0.0024889953125840658,0.006083494621983939,0.0012321516160785178,1.1867838866807203e-99,1.1972212032641202e+19,0.0,0.0,0.0,0.0,0.0,0.0,7.033048456878762e+22,0.0,8.432323081381662e+36
115.0,12.0,-10.0,2707.753330890028,20661424.78362613,123.5608467015017,967976.2175248442,4205.199208606781,0.0,1.4116367506381433e+19,0.0,0.0,0.0,3.0722501267382557e+29,0.0,0.002488995312584066,0.006083494621983939,0.0012321516160785182,1.1867838866807205e-99,1.4116367506381433e+19,0.0,0.0,0.0,0.0,0.0,0.0,8.87332641172709e+22,0.0,8.363516171720718e+36
116.0,12.0,-10.0,2837.492219926605,20661295.044737097,129.73888903657678,979185.5074159406,4210.046723677051,0.0,1.6726527956372384e+19,0.0,0.0,0.0,3.756606919621059e+29,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.1867838866807207e-99,1.6726527956372384e+19,0.0,0.0,0.0,0.0,0.0,0.0,1.1189874385386708e+23,0.0,8.278686009029531e+36
117.0,12.0,-10.0,2973.71805341501,20661158.818903606,136.2258334884056,990986.6771109077,4218.613030524639,0.0,1.9931661705631605e+19,0.0,0.0,0.0,4.6128746712508356e+29,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785184,1.1867838866807203e-99,1.9931661705631605e+19,0.0,0.0,0.0,0.0,0.0,0.0,1.4113122506296394e+23,0.0,8.223832421656052e+36
118.0,12.0,-10.0,3116.755178577836,20661015.781778444,143.0371251628259,1003376.0079961866,4224.15252896178,0.0,2.38774628804418e+19,0.0,0.0,0.0,5.689943750842764e+29,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.1867838866807205e-99,2.38774628804418e+19,0.0,0.0,0.0,0.0,0.0,0.0,1.779273265657179e+23,0.0,8.147867961042182e+36
119.0,12.0,-10.0,3266.944159998803,20660865.592797022,150.18898142096722,1016388.9373666137,4229.6897387063955,0.0,2.876229569049909e+19,0.0,0.0,0.0,7.052229537925966e+29,0.0,0.0024889953125840658,0.006083494621983939,0.0012321516160785178,1.18678388668072e-99,2.876229569049909e+19,0.0,0.0,0.0,0.0,0.0,0.0,2.2412333501698534e+23,0.0,8.07521492358872e+36
120.0,12.0,-10.0,3424.6425904908187,20660707.894366533,157.69843049201558,1030061.7512122272,4235.09724774052,0.0,3.484383471560076e+19,0.0,0.0,0.0,8.785075357219511e+29,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785184,1.1867838866807205e-99,3.484383471560076e+19,0.0,0.0,0.0,0.0,0.0,0.0,2.8227748105511244e+23,0.0,8.005583326858348e+36
121.0,12.0,-10.0,3590.2259425074353,20660542.311014514,165.58335201661635,1044513.7708792934,4246.6607124370275,0.0,4.250324843476033e+19,0.0,0.0,0.0,1.1004525535582708e+30,0.0,0.002488995312584066,0.006083494621983941,0.0012321516160785182,1.18678388668072e-99,4.250324843476033e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.559830194123442e+23,0.0,7.984115077529116e+36
122.0,12.0,-10.0,3764.0884621248824,20660368.448494896,173.86251961744716,1059725.7226693276,4252.933302794039,0.0,5.217093967975779e+19,0.0,0.0,0.0,1.386502081356393e+30,0.0,0.002488995312584066,0.006083494621983939,0.0012321516160785182,1.18678388668072e-99,5.217093967975779e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.593893245225708e+23,0.0,7.928264058123223e+36
123.0,12.0,-10.0,3946.6441077232016,20660185.8928493,182.55564559831953,1075741.3380485221,4258.467684423624,0.0,6.4448140297872654e+19,0.0,0.0,0.0,1.757534848323552e+30,0.0,0.0024889953125840658,0.006083494621983939,0.0012321516160785178,1.1867838866807199e-99,6.4448140297872654e+19,0.0,0.0,0.0,0.0,0.0,0.0,5.808009836312487e+23,0.0,7.873583671828579e+36
124.0,12.0,-10.0,4138.327535601437,20659994.20942142,191.6834278782355,1092634.7880530877,4265.081888875685,0.0,8.016313820851562e+19,0.0,0.0,0.0,2.2421152936683967e+30,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.1867838866807203e-99,8.016313820851562e+19,0.0,0.0,0.0,0.0,0.0,0.0,7.3471125557733e+23,0.0,7.833969244160124e+36
125.0,12.0,-10.0,4339.595134873584,20659792.94182215,201.2675992721473,1110481.876080753,4271.992126645886,0.0,1.0043957548445347e+20,0.0,0.0,0.0,2.879622857263256e+30,0.0,0.0024889953125840658,0.006083494621983939,0.0012321516160785178,1.1867838866807199e-99,1.0043957548445347e+20,0.0,0.0,0.0,0.0,0.0,0.0,9.310661406375414e+23,0.0,7.805248754002757e+36
126.0,12.0,-10.0,4550.926114109339,20659581.610842913,211.33097923575468,1129372.476972884,4279.632035459063,0.0,1.2682992984413787e+20,0.0,0.0,0.0,3.7248852066374463e+30,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.1867838866807203e-99,1.2682992984413787e+20,0.0,0.0,0.0,0.0,0.0,0.0,1.1832913829848663e+24,0.0,7.791624517836152e+36
127.0,12.0,-10.0,4772.823642306882,20659359.713314716,221.8975281975424,1149381.6775635628,4286.31851963789,0.0,1.6144815669896538e+20,0.0,0.0,0.0,4.8546607321877965e+30,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.1867838866807199e-99,1.6144815669896538e+20,0.0,0.0,0.0,0.0,0.0,0.0,1.5099201016998745e+24,0.0,7.782814281277653e+36
128.0,12.0,-10.0,5005.816046914301,20659126.720910106,232.99240460741953,1170623.8008701915,4293.216856478875,0.0,2.0730282424908317e+20,0.0,0.0,0.0,6.37784901196058e+30,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.1867838866807199e-99,2.0730282424908317e+20,0.0,0.0,0.0,0.0,0.0,0.0,1.9382430727724756e+24,0.0,7.790844660379726e+36
129.0,12.0,-10.0,5250.458071752092,20658882.07888527,244.64202483779053,1193297.6913224428,4305.227091671338,0.0,2.68877521890921e+20,0.0,0.0,0.0,8.452247400396587e+30,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.1867838866807197e-99,2.68877521890921e+20,0.0,0.0,0.0,0.0,0.0,0.0,2.5042677545901416e+24,0.0,7.849185310406445e+36
130.0,12.0,-10.0,5507.332197831772,20658625.20475919,256.8741260796801,1217483.989979708,4312.933192882347,0.0,3.5226155862071443e+20,0.0,0.0,0.0,1.1305841648775489e+31,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.1867838866807197e-99,3.5226155862071443e+20,0.0,0.0,0.0,0.0,0.0,0.0,3.260836040944406e+24,0.0,7.898518873029584e+36
131.0,12.0,-10.0,5757.825640163861,20658374.711316857,250.49344233208916,1241483.0575432233,4320.630047309445,0.0,4.573397594667533e+20,0.0,0.0,0.0,1.4918625066680336e+31,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.1867838866807197e-99,4.573397594667533e+20,0.0,0.0,0.0,0.0,0.0,0.0,4.2060233994930224e+24,0.0,7.971648010565768e+36
132.0,12.0,-10.0,6007.208475646587,20658125.328481376,249.38283548272665,1265844.8353761316,4328.264630013587,0.0,5.920582472831599e+20,0.0,0.0,0.0,1.9574889117671401e+31,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.1867838866807195e-99,5.920582472831599e+20,0.0,0.0,0.0,0.0,0.0,0.0,5.41265846997883e+24,0.0,8.069024509183081e+36
133.0,12.0,-10.0,6269.060452903451,20657863.476504117,261.851977256863,1292013.6636481073,4336.3064724455935,0.0,7.755286302733844e+20,0.0,0.0,0.0,2.597902148663699e+31,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.1867838866807197e-99,7.755286302733844e+20,0.0,0.0,0.0,0.0,0.0,0.0,7.057460606556549e+24,0.0,8.200149961503026e+36
134.0,12.0,-10.0,6544.005029023157,20657588.531928,274.94457611970614,1320225.2123773254,4344.838869162688,0.0,1.0290676654650804e+21,0.0,0.0,0.0,3.4901709255281314e+31,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.1867838866807195e-99,1.0290676654650804e+21,0.0,0.0,0.0,0.0,0.0,0.0,9.347489281262102e+24,0.0,8.373098908396944e+36
135.0,12.0,-10.0,6810.327573128915,20657322.209383894,266.3225441057584,1348333.396900716,4353.243974853462,0.0,1.3534143439548818e+21,0.0,0.0,0.0,4.626869493263416e+31,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.1867838866807197e-99,1.3534143439548818e+21,0.0,0.0,0.0,0.0,0.0,0.0,1.2319566859755393e+25,0.0,8.581524412164917e+36
136.0,12.0,-10.0,7073.653591765907,20657058.883365255,263.32601863699244,1376987.570417878,4361.597244467713,0.0,1.7757237988448697e+21,0.0,0.0,0.0,6.101474808833394e+31,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.1867838866807195e-99,1.7757237988448697e+21,0.0,0.0,0.0,0.0,0.0,0.0,1.6272430458776532e+25,0.0,8.8304287182623e+36
137.0,12.0,-10.0,7336.375086646078,20656796.161870375,262.72149488017084,1406523.6892220995,4368.621505697206,0.0,2.3311455158119734e+21,0.0,0.0,0.0,8.032872009454889e+31,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785184,1.1867838866807197e-99,2.3311455158119734e+21,0.0,0.0,0.0,0.0,0.0,0.0,2.161868554101647e+25,0.0,9.118868705734872e+36
138.0,12.0,-10.0,7612.2326562702565,20656520.30430075,275.85756962417935,1438754.429582667,4378.62231431249,0.0,3.110111416507858e+21,0.0,0.0,0.0,1.073849611779827e+32,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.1867838866807199e-99,3.110111416507858e+21,0.0,0.0,0.0,0.0,0.0,0.0,2.9411465296450442e+25,0.0,9.498788282231216e+36
139.0,12.0,-10.0,7901.883104375645,20656230.653852645,289.65044810538836,1474082.37041337,4388.891782899036,0.0,4.2240490266957814e+21,0.0,0.0,0.0,1.4596918443709437e+32,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.1867838866807195e-99,4.2240490266957814e+21,0.0,0.0,0.0,0.0,0.0,0.0,4.111655751312352e+25,0.0,9.962125170109165e+36
140.0,12.0,-10.0,8178.610604044449,20655953.926352978,276.7274996688041,1509358.2073667473,4400.718397202824,0.0,5.679625505797014e+21,0.0,0.0,0.0,1.9553458575158704e+32,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.1867838866807197e-99,5.679625505797014e+21,0.0,0.0,0.0,0.0,0.0,0.0,5.731412117224839e+25,0.0,1.0487549794886028e+37
141.0,12.0,-10.0,8448.865469685123,20655683.671487335,270.2548656406746,1545385.4349921893,4412.645425108286,0.0,7.612852900932409e+21,0.0,0.0,0.0,2.6041708447428768e+32,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785184,1.1867838866807197e-99,7.612852900932409e+21,0.0,0.0,0.0,0.0,0.0,0.0,8.022965245189465e+25,0.0,1.1061383045533459e+37
142.0,12.0,-10.0,8715.455408803055,20655417.081548218,266.5899391179299,1582567.0831226215,4426.543258335056,0.0,1.0202639385985383e+22,0.0,0.0,0.0,3.461925135324359e+32,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785184,1.1867838866807199e-99,1.0202639385985383e+22,0.0,0.0,0.0,0.0,0.0,0.0,1.1312503836991694e+26,0.0,1.1684103661039655e+37
143.0,12.0,-10.0,8979.646917593478,20655152.89003943,264.19150879042417,1621088.0078686958,4442.126772894159,0.0,1.3685024266831807e+22,0.0,0.0,0.0,4.602098874319235e+32,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.1867838866807199e-99,1.3685024266831807e+22,0.0,0.0,0.0,0.0,0.0,0.0,1.607632492113842e+26,0.0,1.2332912758607257e+37
144.0,12.0,-10.0,9242.039632342163,20654890.49732468,262.3927147486836,1661025.503654706,4460.69255750251,0.0,1.8373364043868572e+22,0.0,0.0,0.0,6.122461061811634e+32,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.1867838866807197e-99,1.8373364043868572e+22,0.0,0.0,0.0,0.0,0.0,0.0,2.3013836325291846e+26,0.0,1.2993315736346793e+37
145.0,12.0,-10.0,9502.992764546483,20654629.544192474,260.95313220432075,1702359.2553818251,4478.168365100146,0.0,2.467690419533956e+22,0.0,0.0,0.0,8.153226651878208e+32,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.1867838866807197e-99,2.467690419533956e+22,0.0,0.0,0.0,0.0,0.0,0.0,3.313091661954495e+26,0.0,1.3626312826447522e+37
146.0,12.0,-10.0,9762.836540512528,20654369.70041651,259.84377596604537,1745148.651523754,4503.134332674843,0.0,3.3156445564498426e+22,0.0,0.0,0.0,1.0870209474566871e+33,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785184,1.1867838866807197e-99,3.3156445564498426e+22,0.0,0.0,0.0,0.0,0.0,0.0,4.794905414567861e+26,0.0,1.4282032613643368e+37
147.0,12.0,-10.0,10021.865690937248,20654110.671266086,259.0291504247193,1789510.6654270769,4546.969773174164,0.0,4.458634696054767e+22,0.0,0.0,0.0,1.451235369917913e+33,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.1867838866807193e-99,4.458634696054767e+22,0.0,0.0,0.0,0.0,0.0,0.0,6.97948634333603e+26,0.0,1.4998631405802893e+37
148.0,12.0,-10.0,10280.22114748413,20653852.315809537,258.3554565468822,1835189.100861973,4595.737878916673,0.0,5.988737655904514e+22,0.0,0.0,0.0,1.9391676313540314e+33,0.0,0.0024889953125840666,0.006083494621983943,0.0012321516160785186,1.1867838866807197e-99,5.988737655904514e+22,0.0,0.0,0.0,0.0,0.0,0.0,1.0171037709907533e+27,0.0,1.5552814999932197e+37
149.0,12.0,-10.0,10538.213367751316,20653594.32358927,257.99222026718695,1882064.3578500447,4653.843783573142,0.0,8.02737338541447e+22,0.0,0.0,0.0,2.5922781543360666e+33,0.0,0.002488995312584066,0.006083494621983939,0.0012321516160785184,1.1867838866807193e-99,8.02737338541447e+22,0.0,0.0,0.0,0.0,0.0,0.0,1.4804685486693944e+27,0.0,1.6018661335009554e+37
150.0,12.0,-10.0,10809.105199031863,20653323.43175799,270.8918312805463,1932525.6470969326,4718.383498327703,0.0,1.0889648691169814e+23,0.0,0.0,0.0,3.52256394033654e+33,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785184,1.1867838866807197e-99,1.0889648691169814e+23,0.0,0.0,0.0,0.0,0.0,0.0,2.1901265816801098e+27,0.0,1.6441105907480606e+37
151.0,12.0,-10.0,11093.541621876437,20653038.995335147,284.43642284457366,1986736.2696017697,4791.472323948694,0.0,1.4942095936695198e+23,0.0,0.0,0.0,4.8628680079917487e+33,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.1867838866807193e-99,1.4942095936695198e+23,0.0,0.0,0.0,0.0,0.0,0.0,3.2889535354054487e+27,0.0,1.683066838758883e+37
152.0,12.0,-10.0,11366.580215423312,20652765.956741598,273.03859354687535,2039799.520236435,4868.600974096694,0.0,2.0155172597511592e+23,0.0,0.0,0.0,6.5983382316806e+33,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785184,1.1867838866807197e-99,2.0155172597511592e+23,0.0,0.0,0.0,0.0,0.0,0.0,4.831258333661102e+27,0.0,1.71685090499523e+37
153.0,12.0,-10.0,11635.344248026873,20652497.192708995,268.7640326035624,2092930.5265151507,4950.295112028847,0.0,2.693560724037151e+23,0.0,0.0,0.0,8.881330950855326e+33,0.0,0.002488995312584066,0.006083494621983939,0.0012321516160785182,1.1867838866806984e-99,2.693560724037151e+23,0.0,0.0,0.0,0.0,0.0,0.0,7.010554789464633e+27,0.0,1.7467014322353877e+37
154.0,12.0,-10.0,11903.331288710939,20652229.20566831,267.987040684066,2146709.1709680366,5032.407853823012,0.0,3.5792031036946206e+23,0.0,0.0,0.0,1.1906201149491275e+34,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.1867838866806986e-99,3.5792031036946206e+23,0.0,0.0,0.0,0.0,0.0,0.0,1.009402236008965e+28,0.0,1.773344976547989e+37
155.0,12.0,-10.0,12184.717681429209,20651947.81927559,281.38639271826935,2203954.316443492,5119.640637106906,0.0,4.79755739177856e+23,0.0,0.0,0.0,1.6163458242261296e+34,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785182,1.1867838866806984e-99,4.79755739177856e+23,0.0,0.0,0.0,0.0,0.0,0.0,1.468750390643665e+28,0.0,1.797970055025583e+37
156.0,12.0,-10.0,12480.17339378339,20651652.36356324,295.45571235418277,2264802.467415395,5212.891539559343,0.0,6.484023425971278e+23,0.0,0.0,0.0,2.2204941457359055e+34,0.0,0.002488995312584066,0.006083494621983939,0.0012321516160785182,1.1867838866806984e-99,6.484023425971278e+23,0.0,0.0,0.0,0.0,0.0,0.0,2.157988806804732e+28,0.0,1.820637224148631e+37
157.0,12.0,-10.0,12766.495049370076,20651366.041907653,286.3216555866848,2324373.210420088,5303.02803995438,0.0,8.62681484845727e+23,0.0,0.0,0.0,2.9994471931462272e+34,0.0,0.002488995312584066,0.006083494621983939,0.0012321516160785182,1.1867838866806982e-99,8.62681484845727e+23,0.0,0.0,0.0,0.0,0.0,0.0,3.104425845380497e+28,0.0,1.840594777849565e+37
158.0,12.0,-10.0,13050.405010756209,20651082.131946266,283.90996138613264,2383944.605038973,5393.069186019112,0.0,1.13785527404778e+24,0.0,0.0,0.0,4.0182127753465563e+34,0.0,0.002488995312584066,0.006083494621983939,0.0012321516160785182,1.183928990491573e-99,1.13785527404778e+24,0.0,0.0,0.0,0.0,0.0,0.0,4.411663137304511e+28,0.0,1.8582046952418923e+37
