mass enclosed (Msun),dm (g),r (Rsun),dr (cm),T (K),log T,eps_grav (ergs/g s),eps_nuc (ergs/g s),eps_neu (ergs/g s),eps_a (ergs/g s),lum_gamma (ergs/s),lum_neu (ergs/s),lum_a (ergs/s),X_c12,log X_c12,X_o16,log X_o16,X_ne20,log X_ne20,X_na23,log X_na23
0.1560489196938304,1.7752981669444985e+31,0.0038447844249754164,5952681.822898179,1355616988.4274232,9.132137002725134,0.0,13576120.691912439,1197404883.2785099,76.46389817179103,1.5174194960651888e+41,6.3394891091406964e+41,2.062022372277969e+34,6.496691827827062e-13,-12.187307733611487,0.6937733929377637,-0.1587823599016932,0.038064476586555755,-1.4194801376855508,3.977072993037491e-05,-4.400436438135847
0.164977150201564,1.7752981669444985e+31,0.003928034593153706,5791714.200163603,1352874516.4529948,9.131257516228565,0.0,13585205.1050297,1192176383.785688,76.23464860567566,1.5198312750372412e+41,6.5511359640216216e+41,2.197361604205283e+34,6.655985365636511e-13,-12.176787641589671,0.6937427702966743,-0.15880152975989162,0.03811598712691733,-1.4188928284002642,3.9945211744503073e-05,-4.398535272359288
0.16919015572106244,8.377181760276057e+30,0.0039665098461150764,2676723.348522544,1346888697.873338,9.129331708643093,0.0,11284604.202231292,1136782699.8350384,93.86337800785739,1.52077660684219e+41,6.646366317006176e+41,2.275992662025815e+34,7.253842060424996e-13,-12.13943190464649,0.6893458241489243,-0.16156285089281824,0.045032990508601496,-1.3464692118587571,4.998647053799377e-05,-4.301147526979901
0.1734031612405601,8.377181760274513e+30,0.004004524054229944,2644648.4585513473,1344612924.4523246,9.128597281387952,0.0,11281649.571408171,1121700355.8775475,93.34002076736884,1.521721691132344e+41,6.740333194623684e+41,2.3541852939734197e+34,7.318273697547084e-13,-12.135591352281544,0.6893416241298344,-0.1615654969531954,0.045040174941793035,-1.3463999312981882,5.001724236003902e-05,-4.300880256244708
0.18182917227955694,1.6754363520552115e+31,0.004079285157875341,5201129.980610251,1342278038.1063726,9.12784248446817,0.0,10153957.884801408,1112634813.2402499,92.93376606629813,1.5234229221480873e+41,6.926748075890172e+41,2.5098899039742906e+34,7.494340251827397e-13,-12.125266593316335,0.6893290853847178,-0.16157339660287484,0.04506154015725003,-1.3461939686183135,5.011884446372781e-05,-4.299998950623055
0.190121126778347,1.648780417277325e+31,0.00415122156278627,5004615.689653337,1336200513.037186,9.125871634166055,0.0,9746055.243187066,1063938685.1529824,118.96722746614432,1.5250298326511542e+41,7.102168202816574e+41,2.7060407389182464e+34,9.681728386667568e-13,-12.014047105316912,0.6843472085061991,-0.16472349991810684,0.05302747264665504,-1.2754990713873389,6.524210568759282e-05,-4.185472030560264
0.1984130812771355,1.6487804172770159e+31,0.004221738077690648,4905833.941897631,1332728612.7960305,9.124741721833509,0.0,8432789.207212169,1046948669.5071367,118.45514601733389,1.526420214421942e+41,7.274787049234333e+41,2.901347263997316e+34,1.0108624841654076e-12,-11.995307920996746,0.6843091656350295,-0.16474764302567002,0.053092486482684983,-1.2749669348505486,6.55905171981773e-05,-4.1831589445602475
0.2027431399907963,8.609931486945172e+30,0.004258000359287544,2522766.9306960106,1328173061.5343063,9.123254667481168,0.0,6918245.9070654325,1011602471.6486514,117.92734203970507,1.5270158706546387e+41,7.361885328963526e+41,3.002881897537257e+34,1.3842186707782155e-12,-11.858795297154744,0.6842585268836484,-0.16477978192596052,0.05318034826610629,-1.2742488228985294,6.613479730118105e-05,-4.179569973200077
0.2070731987044555,8.609931486942081e+30,0.00429391067042762,2498280.3460150957,1325853505.9123034,9.122495541347355,0.0,6260209.576900855,997013270.6309645,117.36498403099809,1.5275548704101488e+41,7.447727488480573e+41,3.1039323446845517e+34,1.4772765867114697e-12,-11.83053818523174,0.6842416988646772,-0.1647904626926033,0.05320908131881817,-1.2740142393201968,6.624977874677226e-05,-4.17881556779442
0.2157333161317755,1.7219862973887254e+31,0.004364784426063941,4930687.179618835,1324044322.5439508,9.121902523407364,0.0,5817356.232835393,994255912.1149602,116.99121904616177,1.528556611182146e+41,7.618936994156541e+41,3.305389620796845e+34,1.6140285943637754e-12,-11.792088775522004,0.68422562265672,-0.16480066652910896,0.05323603225517105,-1.27379432047569,6.637645485391762e-05,-4.177985946842994
0.21956813787229412,7.62519740121473e+30,0.004395749774588136,2154259.29682827,1319947951.1259034,9.120556806217607,0.0,5783038.741165676,964862420.8795718,145.90111735329194,1.5289975793019487e+41,7.692509658398748e+41,3.41664210288451e+34,2.5608727450478362e-12,-11.591612001967587,0.6798999382550452,-0.16755499826623954,0.06025563271306135,-1.220002348888218,8.374486169693801e-05,-4.077041830322455
0.22340295961281276,7.62519740121473e+30,0.004426482926563635,2138105.382935405,1318327828.008607,9.12002341950811,0.0,5687184.751837162,956971427.3837336,156.7065198380432,1.5294312383658481e+41,7.76548061880998e+41,3.536133917666755e+34,3.268876698109308e-12,-11.485601460680156,0.6785223255735345,-0.1684358580795914,0.06251087626239417,-1.2040444132191739,9.036257753239228e-05,-4.044011389613897
0.23107260309385003,1.525039480242946e+31,0.004487251886331878,4227696.531076729,1314793349.0935414,9.11885749852848,0.0,5192938.463018262,933125910.7728403,173.4410054214487,1.5302231819833057e+41,7.907786004206604e+41,3.800638298427495e+34,5.791457499173443e-12,-11.237212126394805,0.6767678773849307,-0.16956026315689673,0.06541961576913886,-1.1842920109574877,0.0001010273645318101,-3.99556097616272
0.24443094216336222,2.656185326194952e+31,0.004591057731985204,7221772.682101905,1309124535.7652998,9.116980962534752,0.0,4525156.216185567,898814575.7705259,201.52923912892825,1.531425147337323e+41,8.146527812919786e+41,4.335937306200988e+34,1.3585708562142754e-11,-10.866917706042273,0.6736036695150832,-0.17159555564467305,0.07064867776199224,-1.1508959618556793,0.00011931957225954764,-3.923288312179327
0.2553554543820361,2.172240792817255e+31,0.004674152557560777,5780907.015292585,1302105249.7607846,9.1146460898719,0.0,3312765.498029706,855045593.5632794,198.70023517345874,1.5321447597725087e+41,8.332264304725465e+41,4.767562062587157e+34,2.340656386620993e-11,-10.630662336985763,0.6735637165992444,-0.17162131536995837,0.07072128348739824,-1.1504498661166387,0.00012007068765684781,-3.920563002111161
0.2662799666007115,2.172240792817564e+31,0.0047558945233012835,5686788.556567013,1298959094.5943427,9.113595474959347,0.0,2897271.2800143794,848253099.6725235,197.23371510825336,1.5327741168587394e+41,8.516525303299725e+41,5.196001184264263e+34,2.8142780407618626e-11,-10.550632998015875,0.6735499914280733,-0.1716301650551297,0.07074579773175434,-1.150299351932467,0.00012028904285014287,-3.919773930818476
